DateOfBite,Species,Breed,Age,Gender,SpayNeuter
January 02 2016,DOG,Bull dog,,U,FALSE
December 31 2015,DOG,Pit Bull,,U,FALSE
January 02 2016,DOG,Shih Tzu,7,M,TRUE
January 01 2016,DOG,Pit Bull,,U,FALSE
January 04 2016,DOG,Labrador Retriever,,U,FALSE
January 07 2016,DOG,Pit Bull,2,F,FALSE
January 08 2016,DOG,Maltese,5,F,TRUE
January 09 2016,DOG,JACK RUSS-X,3,F,TRUE
January 09 2016,DOG,German Shepherd,5,M,TRUE
January 05 2016,DOG,LAB- X,6,F,TRUE
January 09 2016,DOG,DAUSHAUND-X,5,F,TRUE
January 10 2016,DOG,"Poodle, Standard",4,M,FALSE
January 11 2016,DOG,Weimaraner,2,M,TRUE
January 11 2016,DOG,Pit Bull,3M,F,FALSE
January 11 2016,DOG,American Pit Bull Terrier/Pit Bull,2,U,FALSE
January 06 2016,DOG,BOXER-X,3,M,TRUE
January 13 2016,DOG,Mixed/Other,4,M,FALSE
January 12 2016,DOG,German Shepherd,,U,FALSE
January 11 2016,DOG,Maltese,5,M,TRUE
January 14 2016,DOG,"Collie, Border",3,F,TRUE
January 18 2016,DOG,Pit Bull,7,M,FALSE
January 18 2016,DOG,Pit Bull,7,M,FALSE
January 16 2016,DOG,CHINESE SHEPERD,,U,FALSE
January 16 2016,DOG,Pit Bull,5,M,FALSE
December 22 2015,DOG,Brussels Griffon,3,M,TRUE
January 19 2016,DOG,Mixed/Other,1,M,TRUE
January 19 2016,DOG,Labrador Retriever,3M,F,FALSE
January 12 2016,DOG,Shih Tzu,8M,M,TRUE
October 28 2015,DOG,Boxer,,U,FALSE
January 21 2016,DOG,AMER STAFF/AM PIT BULL TERR,4,F,TRUE
January 11 2016,DOG,AUSTRALIAN CATTLEDOG,7,M,TRUE
January 26 2016,DOG,Maltese,12,M,TRUE
January 23 2016,DOG,Jack Russ,3,M,FALSE
January 24 2016,DOG,Labrador Retriever,1,M,FALSE
January 24 2016,DOG,German Shepherd,3,M,FALSE
January 24 2016,DOG,"Schnauzer, Standard",11,M,TRUE
January 24 2016,DOG,Pit Bull,6,M,TRUE
January 28 2016,DOG,Pit Bull,6,M,TRUE
January 31 2016,DOG,German Shepherd,2,M,FALSE
January 30 2016,DOG,Pit Bull,,U,FALSE
February 01 2016,DOG,Chihuahua,8M,F,FALSE
January 31 2016,DOG,MALTESE/YORKIE,,U,FALSE
February 02 2016,DOG,Mixed/Other,,U,FALSE
February 02 2016,DOG,"Bull Dog, French",,U,FALSE
February 04 2016,DOG,Labrador Retriever Crossbreed,9,F,TRUE
February 04 2016,DOG,Miniature Pinscher,10,M,FALSE
February 06 2016,DOG,Chihuahua,5,M,TRUE
February 07 2016,DOG,Mixed/Other,1,M,FALSE
February 08 2016,DOG,Cocker Spaniel,8,F,FALSE
February 05 2016,DOG,Shih Tzu,3,M,FALSE
February 07 2016,DOG,American Pit Bull Mix / Pit Bull Mix,2,F,TRUE
February 07 2016,DOG,Rottweiler,,U,FALSE
February 08 2016,DOG,American Pit Bull Mix / Pit Bull Mix,6,M,TRUE
February 08 2016,DOG,GOLDEN RETR/LAB X,4,M,TRUE
February 09 2016,DOG,BEAGLE -X,13,M,TRUE
January 23 2016,DOG,Pit Bull,2,F,FALSE
February 09 2016,DOG,Pit Bull,13,M,FALSE
February 11 2016,DOG,MALTESE X,3,M,TRUE
February 06 2016,DOG,AMERICAN BULLY,4,M,FALSE
February 12 2016,DOG,Pit Bull,,U,FALSE
February 12 2016,DOG,Chihuahua,5,M,FALSE
February 13 2016,DOG,Chihuahua,,U,FALSE
February 14 2016,DOG,Maltese,,U,FALSE
February 15 2016,DOG,Wheaton Terrier,5,M,TRUE
February 14 2016,DOG,Siberian Husky,1,M,FALSE
February 16 2016,DOG,West High White Terrier,2,F,FALSE
February 14 2016,DOG,Golden Retriever,2,M,TRUE
February 13 2016,DOG,Yorkshire Terrier,1,F,TRUE
January 29 2016,DOG,Pit Bull,,U,FALSE
January 25 2016,DOG,YORKIE/BICHON,3,M,FALSE
February 17 2016,DOG,"Welsh Corgi, Pembroke",,U,FALSE
February 17 2016,DOG,Pit Bull,1,M,TRUE
February 18 2016,DOG,Wheaton Terrier,4,M,TRUE
February 20 2016,DOG,"Poodle, Standard",1,M,FALSE
February 20 2016,DOG,American Pit Bull Terrier/Pit Bull,,U,FALSE
February 20 2016,DOG,Pit Bull,1,M,TRUE
February 21 2016,DOG,Pit Bull,2,F,TRUE
February 21 2016,DOG,Pit Bull,2,M,FALSE
February 21 2016,DOG,Pit Bull,1,M,FALSE
February 21 2016,DOG,Pit Bull,,U,FALSE
February 19 2016,DOG,Yorkshire Terrier,3,M,TRUE
February 21 2016,DOG,SHIH TZU/ LHASA APSO,8,F,FALSE
February 10 2016,DOG,"Poodle, Standard",,U,FALSE
February 22 2016,DOG,Pit Bull,,U,FALSE
February 11 2016,DOG,Pit Bull,,U,FALSE
February 22 2016,DOG,Pit Bull,7,M,FALSE
January 08 2016,DOG,German Shepherd,,M,FALSE
February 28 2016,DOG,German Shepherd,,U,FALSE
February 16 2016,DOG,German Shepherd,,F,TRUE
February 26 2016,DOG,Shiba Inu,3,M,TRUE
February 24 2016,DOG,KING CHARLES CAVLIER,3,M,TRUE
February 04 2016,DOG,Mixed/Other,,U,FALSE
February 11 2016,DOG,Pit Bull,,U,FALSE
March 02 2016,DOG,American Staffordshire Terrier,1,M,FALSE
March 02 2016,DOG,Mixed/Other,,U,FALSE
February 27 2016,DOG,Labrador Retriever,4,M,TRUE
March 05 2016,DOG,Cane Corso,3,F,FALSE
March 05 2016,DOG,Beagle,8,M,FALSE
March 06 2016,DOG,Siberian Husky,8,M,TRUE
March 06 2016,DOG,Rottweiler,1,M,FALSE
March 01 2016,DOG,Pit Bull,5,F,FALSE
February 28 2016,DOG,PIT BULL/BOXER,,U,FALSE
March 05 2016,DOG,Pit Bull,,U,FALSE
March 05 2016,DOG,Pit Bull,,U,FALSE
March 06 2016,DOG,Chow Chow,5,M,TRUE
March 04 2016,DOG,Dachshund Smooth Coat,,U,FALSE
March 06 2016,DOG,Shih Tzu,,U,FALSE
March 02 2016,DOG,Chihuahua,3,M,TRUE
March 06 2016,DOG,Pit Bull,3,M,FALSE
March 08 2016,DOG,Chihuahua,7,F,TRUE
March 10 2016,DOG,Pit Bull,11,F,FALSE
March 01 2016,DOG,GERMAN SHEP/ALASKAN HUS,,M,FALSE
March 10 2016,DOG,LAB/PIT BULL X,2,F,FALSE
March 12 2016,DOG,Pit Bull,,U,FALSE
March 12 2016,DOG,Pit Bull,,U,FALSE
March 13 2016,DOG,American Pit Bull Mix / Pit Bull Mix,1,U,FALSE
March 12 2016,DOG,HUSKY X,4.6,M,FALSE
March 12 2016,DOG,SHEPHERD MIX,7,M,TRUE
March 12 2016,DOG,PIT BULL/BOXER X,,M,FALSE
March 13 2016,DOG,American Staffordshire Terrier,2,M,FALSE
March 12 2016,DOG,German Shepherd,2,M,TRUE
March 11 2016,DOG,Staffordshire Bull Terrier,5,F,TRUE
March 12 2016,DOG,Chihuahua Crossbreed,5,M,TRUE
March 03 2016,DOG,Chihuahua,,M,FALSE
March 13 2016,DOG,Australian Shepherd,,F,FALSE
March 13 2016,DOG,Miniature Pinscher,3,M,FALSE
March 16 2016,DOG,Jack Russ,,U,FALSE
March 23 2016,DOG,DACHSCHUND MIX,1,M,FALSE
March 16 2016,DOG,Dachshund Smooth Coat Miniature,11,M,FALSE
March 18 2016,DOG,Pit Bull,,F,TRUE
March 21 2016,DOG,LABRADOR MIX,7,M,TRUE
March 20 2016,DOG,Chihuahua,,U,FALSE
March 22 2016,DOG,Boxer,,U,FALSE
March 24 2016,DOG,SHEPHERD MIX,,U,FALSE
March 24 2016,DOG,Boston Terrier,4,F,TRUE
March 24 2016,DOG,Pit Bull,,U,FALSE
March 15 2016,DOG,Labrador Retriever,,U,FALSE
March 23 2016,DOG,Pit Bull,2,M,FALSE
March 27 2016,DOG,Golden Retriever,,U,FALSE
March 28 2016,DOG,"Poodle, Miniature",17,M,FALSE
March 25 2016,DOG,Chihuahua,,U,FALSE
March 22 2016,DOG,MARKEY,3,M,FALSE
March 25 2016,DOG,Pit Bull,,U,FALSE
March 28 2016,DOG,Wheaton Terrier,2,M,FALSE
March 30 2016,DOG,Shih Tzu,2.6,M,FALSE
March 31 2016,DOG,Pit Bull,1,F,FALSE
April 02 2016,DOG,Pit Bull,,U,FALSE
April 01 2016,DOG,Pit Bull,5,M,FALSE
March 30 2016,DOG,Chihuahua,5,F,TRUE
April 03 2016,DOG,American Pit Bull Terrier/Pit Bull,,U,FALSE
April 05 2016,DOG,Maltese,2,M,FALSE
April 05 2016,DOG,"Poodle, Toy",,U,FALSE
April 06 2016,DOG,Pit Bull,,U,FALSE
April 03 2016,DOG,German Shepherd,,U,FALSE
April 05 2016,DOG,Yorkshire Terrier,,U,FALSE
March 24 2016,DOG,Dachshund Smooth Coat Miniature,5,M,TRUE
April 08 2016,DOG,Pit Bull,,U,FALSE
April 08 2016,DOG,Pit Bull,2,F,FALSE
March 15 2016,DOG,Pit Bull,,F,FALSE
April 10 2016,DOG,"Poodle, Miniature",3,M,FALSE
March 15 2016,DOG,BULL DOG X - COLLIE,2,M,FALSE
April 11 2016,DOG,Pit Bull,2,M,FALSE
April 11 2016,DOG,Chihuahua,5,M,TRUE
April 07 2016,DOG,"Poodle, Toy",2,M,TRUE
April 08 2016,DOG,Pit Bull,,U,FALSE
April 07 2016,DOG,MUTT,,U,FALSE
April 08 2016,DOG,SCHNAUZER/SHIH TZU X,2,M,TRUE
April 12 2016,DOG,American Pit Bull Mix / Pit Bull Mix,,U,FALSE
April 15 2016,DOG,Shih Tzu,3 YR,M,FALSE
April 13 2016,DOG,Pit Bull,,U,FALSE
April 17 2016,DOG,RED-NOSED PIT BULL,7,F,TRUE
April 18 2016,DOG,"Mastiff, Bull",4,M,TRUE
April 17 2016,DOG,Yorkshire Terrier,,U,FALSE
April 17 2016,DOG,Yorkshire Terrier,2,M,FALSE
April 20 2016,DOG,POODLE/SHIH TZU MIX,4 YRS,M,FALSE
April 14 2016,DOG,"Poodle, Miniature",6,F,FALSE
April 12 2016,DOG,PIT BULL MIX,4,M,FALSE
April 18 2016,DOG,American Pit Bull Mix / Pit Bull Mix,4,F,TRUE
April 13 2016,DOG,Doberman Pinscher,6 YRS,M,FALSE
April 25 2016,DOG,"Bull Dog, English",,U,FALSE
March 22 2016,DOG,Pit Bull,,U,FALSE
April 24 2016,DOG,Mixed/Other,5M,U,FALSE
April 11 2016,DOG,Pit Bull,,U,FALSE
April 25 2016,DOG,Shih Tzu,3,M,TRUE
April 15 2016,DOG,Labrador Retriever Crossbreed,,U,FALSE
April 06 2016,DOG,MALTESE POODLE MIX,,U,FALSE
April 02 2016,DOG,Pit Bull,1,F,TRUE
April 25 2016,DOG,Pit Bull,,U,FALSE
April 21 2016,DOG,Siberian Husky,10,M,FALSE
April 25 2016,DOG,DASCHUND,2,M,FALSE
April 24 2016,DOG,"Mastiff, Bull",,U,FALSE
April 22 2016,DOG,MALTESE/ FRENCH POODLE MIX,5M,M,FALSE
April 14 2016,DOG,MUTT,,U,FALSE
April 27 2016,DOG,Pit Bull,2 YRS,M,FALSE
April 22 2016,DOG,Maltese,,U,FALSE
April 23 2016,DOG,WHIPPET MIX,1,U,TRUE
April 28 2016,DOG,American Staffordshire Terrier,2,M,FALSE
April 28 2016,DOG,Mixed/Other,3,F,TRUE
April 30 2016,DOG,Dachshund Smooth Coat,9,M,FALSE
April 22 2016,DOG,German Pinscher,5,M,TRUE
April 30 2016,DOG,Labradoodle,5,F,TRUE
April 30 2016,DOG,Pit Bull,,U,FALSE
April 27 2016,DOG,Mixed/Other,2,M,TRUE
April 28 2016,DOG,Pit Bull,,U,FALSE
April 27 2016,DOG,MINI. SCHNAUZER MIX,5,M,FALSE
May 01 2016,DOG,Mixed/Other,2 YRS,M,FALSE
May 02 2016,DOG,CAVASHU,9,M,TRUE
April 17 2016,DOG,TERRIER,,U,FALSE
May 01 2016,DOG,Siberian Husky,1 1/2 YRS,M,FALSE
April 19 2016,DOG,Pit Bull,,U,FALSE
April 30 2016,DOG,Maltese,,U,FALSE
April 30 2016,DOG,Pit Bull,,U,FALSE
May 01 2016,DOG,Yorkshire Terrier,8,F,TRUE
May 03 2016,DOG,American Staffordshire Terrier,3,F,TRUE
May 01 2016,DOG,Siberian Husky,1 1/2 YRS,M,FALSE
April 28 2016,DOG,American Pit Bull Terrier/Pit Bull,2,F,FALSE
May 02 2016,DOG,Yorkshire Terrier,2,M,TRUE
May 03 2016,DOG,PITBULL/BOXER MIX,1,M,FALSE
May 04 2016,DOG,Bull dog,,U,FALSE
May 05 2016,DOG,Pit Bull,,U,FALSE
May 05 2016,DOG,West High White Terrier,2,M,TRUE
May 04 2016,DOG,Pit Bull,,U,FALSE
May 04 2016,DOG,American Pit Bull Terrier/Pit Bull,3,M,FALSE
May 06 2016,DOG,POODLE X,,U,FALSE
May 08 2016,DOG,Shih Tzu,,M,TRUE
April 08 2016,DOG,Rottweiler,1,M,FALSE
April 24 2016,DOG,PITBULL & LAB MIX,,U,FALSE
May 05 2016,DOG,Lhasa Apso,14,M,TRUE
May 09 2016,DOG,Bichon Frise,10,F,TRUE
May 02 2016,DOG,PITBULL/LABRADOR,11 MTHS,M,FALSE
May 05 2016,DOG,PIT BULL/LABRADOR,2 YRS,M,FALSE
April 20 2016,DOG,Pit Bull,5,F,TRUE
April 29 2016,DOG,SHIH TZU/POODLE,8,M,TRUE
April 30 2016,DOG,Chihuahua,1,M,TRUE
May 07 2016,DOG,"Schnauzer, Giant",4,M,TRUE
April 27 2016,DOG,Labrador Retriever,,U,FALSE
May 05 2016,DOG,Shih Tzu,2,F,TRUE
May 07 2016,DOG,Chihuahua,3,M,TRUE
May 07 2016,DOG,Boxer,,U,FALSE
May 07 2016,DOG,Maltese,,U,FALSE
May 10 2016,DOG,Maltese,,U,FALSE
May 08 2016,DOG,Bull dog,2,M,TRUE
May 15 2016,DOG,Pit Bull,3 YRS,M,FALSE
May 14 2016,DOG,Golden Retriever,3 YRS,M,TRUE
May 14 2016,DOG,Maltese,2,M,TRUE
May 15 2016,DOG,German Shepherd,,U,FALSE
May 14 2016,DOG,SHIH TZU/POODLE,3 YRS,M,FALSE
May 16 2016,DOG,GERMAN SHEPHERD,7,M,FALSE
May 12 2016,DOG,Yorkshire Terrier,13,M,TRUE
May 09 2016,DOG,Pit Bull,5,M,TRUE
May 12 2016,DOG,Shih Tzu,2,M,FALSE
May 13 2016,DOG,MUTT,,F,FALSE
May 18 2016,DOG,Pit Bull,,F,TRUE
May 18 2016,DOG,Chihuahua,5,M,TRUE
May 16 2016,DOG,Beagle Crossbreed,8,U,FALSE
May 14 2016,DOG,Chihuahua,,U,FALSE
May 20 2016,DOG,Pit Bull,8,M,FALSE
May 20 2016,DOG,Pit Bull,8,M,FALSE
May 19 2016,DOG,American Pit Bull Terrier/Pit Bull,1 1/2 YRS,M,FALSE
May 23 2016,DOG,American Pit Bull Mix / Pit Bull Mix,,U,FALSE
May 02 2016,DOG,HUSKY,,U,FALSE
April 29 2016,DOG,Cane Corso,4,M,FALSE
May 20 2016,DOG,PITBULL/LABRADOR MIX,,U,FALSE
May 18 2016,DOG,Beagle,15 YRS,M,TRUE
May 23 2016,DOG,Rottweiler,,U,FALSE
May 24 2016,DOG,PUG,,M,TRUE
May 23 2016,DOG,Bichon Frise,1 YR,M,TRUE
May 23 2016,DOG,Bichon Frise,,U,FALSE
May 25 2016,DOG,Maltese,8 YRS,M,TRUE
May 25 2016,DOG,CHINESE TIEN YUN CHU,5,F,FALSE
May 25 2016,DOG,Pit Bull,4,F,TRUE
May 14 2016,DOG,"Poodle, Standard",,U,FALSE
May 25 2016,DOG,Cocker Spaniel,13 YRS,M,TRUE
May 26 2016,DOG,BULL DOG MIXED TERRIER,6 YRS,M,FALSE
May 29 2016,DOG,"Mastiff, Bull",,U,FALSE
May 28 2016,DOG,Cane Corso,7,M,FALSE
May 30 2016,DOG,Chihuahua,,U,FALSE
May 28 2016,DOG,MASTIFF MIX,4,M,TRUE
May 29 2016,DOG,Chihuahua,1,M,FALSE
May 29 2016,DOG,Shih Tzu,5,M,FALSE
May 29 2016,DOG,Beagle,,U,FALSE
May 30 2016,DOG,Bull dog,,U,FALSE
May 28 2016,DOG,Pit Bull,,U,FALSE
May 29 2016,DOG,Mixed/Other,,U,FALSE
May 31 2016,DOG,"Jindo Dog,",12,M,FALSE
June 01 2016,DOG,Pit Bull,,U,FALSE
June 02 2016,DOG,Pit Bull,10,M,FALSE
May 20 2016,DOG,SHEEP DOG,,U,FALSE
May 29 2016,DOG,Pit Bull,,U,FALSE
May 18 2016,DOG,Maltese,2 YRS,F,FALSE
June 01 2016,DOG,Pit Bull,,U,FALSE
May 29 2016,DOG,Pit Bull,10,M,FALSE
May 24 2016,DOG,German Shepherd Crossbreed,13,M,TRUE
May 29 2016,DOG,SHIH TZU/MIX,13,M,TRUE
June 02 2016,DOG,Pit Bull,2,M,FALSE
June 05 2016,DOG,American Pit Bull Terrier/Pit Bull,2,M,FALSE
June 05 2016,DOG,American Pit Bull Terrier/Pit Bull,,M,FALSE
June 07 2016,DOG,Yorkshire Terrier,5,F,TRUE
June 01 2016,DOG,American Pit Bull Mix / Pit Bull Mix,3,M,FALSE
June 05 2016,DOG,Pit Bull,3,M,TRUE
June 08 2016,DOG,American Pit Bull Terrier/Pit Bull,3,F,TRUE
June 08 2016,DOG,American Pit Bull Terrier/Pit Bull,3,F,TRUE
May 29 2016,DOG,Pit Bull,9,M,FALSE
May 27 2016,DOG,Cock-A-Poo,7,F,FALSE
June 04 2016,DOG,Pit Bull,3,F,FALSE
May 28 2016,DOG,PIT/CHIHUAHUA,1,M,TRUE
June 13 2016,DOG,"Poodle, Miniature",,U,FALSE
June 10 2016,DOG,Shih Tzu,7,M,FALSE
June 10 2016,DOG,Jack Russ,7,M,TRUE
June 12 2016,DOG,Pit Bull,,U,FALSE
June 14 2016,DOG,Dachshund Smooth Coat,3,M,TRUE
June 09 2016,DOG,Pit Bull,3,M,TRUE
May 27 2016,DOG,Pit Bull,,U,FALSE
June 13 2016,DOG,Pit Bull,5,F,TRUE
May 12 2016,DOG,Bull dog,,U,FALSE
June 01 2016,DOG,American Pit Bull Mix / Pit Bull Mix,10 & 9,F,TRUE
June 15 2016,DOG,PIT BULL X - HUSKY,,U,FALSE
June 15 2016,DOG,German Shepherd Crossbreed,3,F,FALSE
June 13 2016,DOG,American Pit Bull Mix / Pit Bull Mix,1,M,TRUE
June 11 2016,DOG,Pit Bull,,U,FALSE
June 11 2016,DOG,"Poodle, Miniature",,U,FALSE
June 13 2016,DOG,Pit Bull,,U,FALSE
June 16 2016,DOG,Pit Bull,,M,FALSE
June 21 2016,DOG,Chihuahua,,U,FALSE
June 21 2016,DOG,Pit Bull,,U,FALSE
June 17 2016,DOG,MUTT,,U,FALSE
June 24 2016,DOG,Pit Bull,9,M,FALSE
June 11 2016,DOG,Pit Bull,2,M,TRUE
June 23 2016,DOG,Pit Bull,,U,FALSE
June 22 2016,DOG,Chihuahua,,M,TRUE
June 22 2016,DOG,Shih Tzu,2 (2) & (1,F,TRUE
June 10 2016,DOG,Pit Bull,,U,FALSE
June 23 2016,DOG,Pit Bull,,U,FALSE
June 15 2016,DOG,American Pit Bull Mix / Pit Bull Mix,7M,M,FALSE
June 22 2016,DOG,Pit Bull,4,M,TRUE
June 23 2016,DOG,Pit Bull,1,M,TRUE
June 26 2016,DOG,Shih Tzu,2,F,FALSE
June 24 2016,DOG,Cane Corso,2,M,FALSE
June 22 2016,DOG,Miniature Pinscher,11,M,TRUE
June 23 2016,DOG,HUSKY,12,F,TRUE
June 23 2016,DOG,Pit Bull,,U,FALSE
June 28 2016,DOG,Shih Tzu,,U,FALSE
June 25 2016,DOG,Pit Bull,,U,FALSE
June 20 2016,DOG,Pit Bull,,U,FALSE
June 27 2016,DOG,Pit Bull,,U,FALSE
June 11 2016,DOG,American Pit Bull Mix / Pit Bull Mix,2,M,TRUE
June 27 2016,DOG,Pit Bull,,U,FALSE
June 25 2016,DOG,Shih Tzu,5,F,FALSE
June 16 2016,DOG,Chihuahua,5,M,TRUE
June 30 2016,DOG,"Bull Dog, English",3,F,TRUE
July 01 2016,DOG,Pit Bull,,U,FALSE
July 02 2016,DOG,Pit Bull,8,M,TRUE
July 06 2016,DOG,American Pit Bull Mix / Pit Bull Mix,3,F,FALSE
July 04 2016,DOG,Pit Bull,2,M,FALSE
July 07 2016,DOG,American Pit Bull Mix / Pit Bull Mix,7M,M,TRUE
June 25 2016,DOG,American Pit Bull Mix / Pit Bull Mix,10M,F,TRUE
June 25 2016,DOG,American Pit Bull Mix / Pit Bull Mix,10M,F,FALSE
July 04 2016,DOG,Pit Bull,,U,FALSE
July 04 2016,DOG,Pit Bull,,U,FALSE
July 06 2016,DOG,Great Dane,1,M,FALSE
July 04 2016,DOG,Great Dane,1,M,FALSE
July 04 2016,DOG,Great Dane,1,M,FALSE
July 02 2016,DOG,Bull dog,9,M,FALSE
July 02 2016,DOG,MASTIFF,5,M,FALSE
July 02 2016,DOG,LABRADOR/ PIT BULL,5,M,TRUE
June 29 2016,DOG,POMERANIAN/YORKIE,2,F,FALSE
July 07 2016,DOG,POODLE X,6Y,M,TRUE
June 03 2016,DOG,German Shepherd,8,M,FALSE
June 24 2016,DOG,Pit Bull,,U,FALSE
July 10 2016,DOG,HUSKY,8,M,FALSE
July 05 2016,DOG,SHEPHERD,,U,FALSE
July 07 2016,DOG,PUG/BOXER,5,M,TRUE
July 10 2016,DOG,Pit Bull,,U,FALSE
July 08 2016,DOG,American Pit Bull Terrier/Pit Bull,3,M,FALSE
July 09 2016,DOG,Chihuahua,,U,FALSE
June 25 2016,DOG,Yorkshire Terrier,3,M,TRUE
June 28 2016,DOG,PIT BULL MIX,9,M,TRUE
July 07 2016,DOG,LABRADOR MIX,7,F,FALSE
July 06 2016,DOG,PIT BULL OR ROTTWEILER X,,U,FALSE
July 11 2016,DOG,Mixed/Other,,U,FALSE
July 13 2016,DOG,AMERICAN BULLY (PIT BULL),2,M,TRUE
July 11 2016,DOG,Pit Bull,2,M,FALSE
July 13 2016,DOG,German Shepherd,,F,FALSE
July 15 2016,DOG,POODLE/SHIH TZU,5,M,TRUE
July 16 2016,DOG,American Pit Bull Terrier/Pit Bull,5,F,FALSE
July 16 2016,DOG,Bichon Frise,6,M,TRUE
July 17 2016,DOG,German Shepherd,9,F,FALSE
July 07 2016,DOG,AMERICAN PIT BULL/LABRADOR,1,M,FALSE
June 23 2016,DOG,MUTT,5,F,TRUE
July 16 2016,DOG,MARQUIS,5,M,TRUE
July 20 2016,DOG,American Eskimo,4,F,TRUE
July 22 2016,DOG,Shih Tzu,6,M,FALSE
July 16 2016,DOG,Staffordshire Bull Terrier,4,F,FALSE
July 22 2016,DOG,GERMAN SHEPHERD MIX,7,M,FALSE
July 20 2016,DOG,Pit Bull,,U,FALSE
July 19 2016,DOG,Pit Bull,,U,FALSE
July 22 2016,DOG,Pit Bull,,U,FALSE
July 22 2016,DOG,"Poodle, Miniature",2,M,FALSE
July 23 2016,DOG,Pit Bull,,U,FALSE
July 15 2016,DOG,LAB/ PITBULL MIX,8,M,TRUE
July 27 2016,DOG,Pit Bull,5,M,TRUE
July 26 2016,DOG,Pit Bull,3,F,TRUE
July 27 2016,DOG,Pit Bull,,U,FALSE
July 16 2016,DOG,POMERANIAN/ SHIH TZU,,U,FALSE
July 28 2016,DOG,"Schnauzer, Standard",,U,FALSE
July 28 2016,DOG,Labrador Retriever,3,F,TRUE
July 29 2016,DOG,LABRADOR RET / AMERICAN ESKIMO MIX,7,U,FALSE
July 30 2016,DOG,German Shepherd,12,F,TRUE
August 02 2016,DOG,Mixed/Other,7,M,FALSE
July 28 2016,DOG,German Shepherd,6,F,FALSE
July 28 2016,DOG,German Shepherd,7,M,TRUE
July 28 2016,DOG,Pit Bull,,U,FALSE
July 28 2016,DOG,Pit Bull,,U,FALSE
July 30 2016,DOG,German Shepherd,2,F,FALSE
August 02 2016,DOG,LABRADOR / PIT BULL,4,F,FALSE
August 01 2016,DOG,PEEK A BOO POODLE,9,M,TRUE
August 02 2016,DOG,Pit Bull,,U,FALSE
August 04 2016,DOG,Golden Retriever,6,M,TRUE
August 04 2016,DOG,Pit Bull,3,F,TRUE
July 27 2016,DOG,SHIH TZU MIX,7,M,FALSE
August 05 2016,DOG,Chihuahua,1,M,FALSE
August 05 2016,DOG,Jack Russ,6,M,TRUE
August 04 2016,DOG,Pit Bull,,U,FALSE
August 05 2016,DOG,LABRADOR,2,M,TRUE
July 27 2016,DOG,"Poodle, Miniature",3.6,M,FALSE
August 07 2016,DOG,SCHNOODLE- POODLE/SCHNAUZER,5,M,TRUE
August 07 2016,DOG,American Pit Bull Terrier/Pit Bull,8,F,TRUE
July 20 2016,DOG,Chow Chow,4,M,FALSE
August 06 2016,DOG,Pit Bull,4,M,FALSE
August 03 2016,DOG,American Pit Bull Terrier/Pit Bull,5,M,FALSE
August 06 2016,DOG,POODLE MIX,,U,FALSE
August 04 2016,DOG,Pit Bull,2,M,TRUE
August 14 2016,DOG,POODLE MIX,11,F,FALSE
August 14 2016,DOG,Dachshund Smooth Coat,10,F,FALSE
August 12 2016,DOG,Pit Bull,,U,FALSE
August 12 2016,DOG,"Poodle, Miniature",,U,FALSE
August 14 2016,DOG,Rottweiler,,U,FALSE
August 15 2016,DOG,Rottweiler,4,M,TRUE
August 14 2016,DOG,Pit Bull,,U,FALSE
August 16 2016,DOG,American Pit Bull Terrier/Pit Bull,2,M,FALSE
August 16 2016,DOG,YORKSHIRE / JACK RUSS,6,F,FALSE
August 17 2016,DOG,POMERANIAN & CHIHUAHUA,10 MTHS &,M,FALSE
August 16 2016,DOG,Doberman Pinscher,6,M,FALSE
August 18 2016,DOG,Pit Bull,3,M,TRUE
August 20 2016,DOG,American Pit Bull Mix / Pit Bull Mix,3,M,FALSE
August 19 2016,DOG,LABRADOR MIX,,M,FALSE
August 19 2016,DOG,Mixed/Other,,U,FALSE
August 21 2016,DOG,Shih Tzu,7,M,TRUE
August 20 2016,DOG,Shih Tzu,1,F,TRUE
August 20 2016,DOG,POODLE/ MALTESE MIX,7,M,FALSE
August 20 2016,DOG,GOLDEN RETRIEVER,10,M,TRUE
August 19 2016,DOG,BORDER COLLIE MIX,1,F,TRUE
August 20 2016,DOG,Pit Bull,,U,FALSE
August 23 2016,DOG,Pit Bull,,U,FALSE
August 23 2016,DOG,CORGI,6,M,FALSE
August 24 2016,DOG,Chihuahua,,U,FALSE
August 24 2016,DOG,Shih Tzu,,U,FALSE
August 15 2016,DOG,German Shepherd,7M,M,FALSE
August 23 2016,DOG,Pit Bull,4,F,TRUE
August 23 2016,DOG,Pit Bull,4,F,TRUE
August 01 2016,DOG,PIT BULL MIX,5,M,TRUE
August 26 2016,DOG,German Shepherd,2,F,FALSE
August 22 2016,DOG,SHIH TZU X/POODLE,6,M,TRUE
August 27 2016,DOG,Chihuahua,,U,FALSE
August 28 2016,DOG,JACK RUSS / SHIH TZU,4,F,TRUE
August 28 2016,DOG,MALTESE / POODLE MIX,1,M,FALSE
August 28 2016,DOG,PIT BULL/BOXER X,2,M,FALSE
July 24 2016,DOG,Pit Bull,10,M,FALSE
August 25 2016,DOG,Pit Bull,11 MTHS,M,FALSE
August 29 2016,DOG,American Pit Bull Terrier/Pit Bull,5,F,FALSE
August 29 2016,DOG,Siberian Husky,5,M,TRUE
August 26 2016,DOG,CHIHUAHUA,8,F,TRUE
August 27 2016,DOG,German Shepherd,11M,F,TRUE
