ContractID,ServiceContractReference,ContractName,Counterparties,ContractValue,DateOfAward,StartDate,EndDate,MaximumExtensionMonths
000-NCVF2361,000-NCVF2361,Scotland Excel Framework - Treatment of Organic Waste 0816 - Lot 1 (Food Waste),Keenan Recycling Ltd,2074000,01/12/2017,01/12/2017,30/11/2020,12
000-EEGN4357,000-EEGN4357,Scotland Excel Framework - Treatment of Organic Waste 0816 - Lot 2 (Garden Waste),Keenan Recycling Ltd,1426000,01/12/2017,01/12/2017,30/11/2020,0
000-LYAD4946,20121004,AXLR8 FOI Request System,AXLR8,18000,11/12/2014,11/12/2014,10/12/2020,0
000-CAMY2119,AS/AC/959/ACG/403,Hosting Services for Data Centre Provision  - Scottish Procurement Framework SP-14-004,Brightsolid,3000000,04/12/2015,04/12/2015,17/12/2020,24
000-ACLG5958,(blank),Scotland Excel Framework - Vehicle Parts 0116 (Lot 4 Sweeper Brushes),Brush Technology Limited,75000,26/03/2018,01/04/2018,31/12/2020,0
000-PFWB5747,116,Vehicle Parts - SXL Framework 0116   Call-off,"A M Phillip Trucktech Ltd,Aebi Schmidt Uk Ltd,Arnold Clark Automobiles Ltd (T/A Arnold Clark),Clark Commercials,DAF Truck Ltd (Norscot Truck and Van Ltd),Dennis Eagle Ltd,Dingbro Ltd.,Farid Hillend Engineering Limited,Faun Zoeller Uk Limited,Prime Industrial & Janitorial Supplies Ltd,Scarab Sweepers Ltd,Sonitex T/a Premier Windscreens,Windscreens Scotland Ltd T/a National Windscreens",1666628.04,16/01/2017,16/01/2017,31/12/2020,0
000-UPCP8347,(blank),Insight Commvault Backup Solution (Oriium),Insight Direct,649320,03/04/2014,03/04/2014,31/12/2020,12
000-FQEM7454,(blank),Removal & Disposal of Landfill Leachate,Taylors Industrial Services Limited,147906,11/12/2018,01/01/2019,31/12/2020,12
000-GHNY2464,(blank),Removal & Disposal of Interceptor Waste,Lanes Group Plc,190995,11/12/2018,01/01/2019,31/12/2020,12
000-BCCH8178,(blank),Invest Aberdeen Website,Imajica Brand Evolution Ltd,13000,01/01/2018,01/01/2018,01/01/2021,0
000-EHLX4499,20047244,Gladstone MRM Plus 2,Gladstone MRM Limited,81500,17/01/2017,17/01/2017,16/01/2021,0
000-AQAM3515,AC 201701,Electronic Ticket Machine (ETM) Back Office,Corvia (Ticketer),150000,27/01/2017,27/01/2017,27/01/2021,0
000-NJVP5228,000-NJVP5228,Fire Engineer Consultancy Service,The Oakleaf Group,175000,13/02/2018,13/02/2018,12/02/2021,0
000-DMGY8881,000-DMGY8881,Pre Paid Accounts and Associated Services,Prepaid Financial Services Limited,56000,26/02/2018,26/02/2018,12/02/2021,0
000-XNVT2685,PFM Ref 18000/2,Supply of biomass pellets and chips,Puffin Pellets Limited,1571662.5,19/02/2018,19/02/2018,15/02/2021,0
000-FFFK2631,717,Trade Materials - SXL Framework 0717 Call-off,"Arco Limited,Bell Decorating Group Limited,Brammer UK Limited T/A Buck & Hickman,Bunzl UK Limited T/A Greenham,Cromwell Tools Limited,Crown Paints Limited,Decco Limited T/A White Milne & Co,Highland Industrial Supplies Limited,Imperial Chemical Industries Limited T/A ICI Paints Akzonobel,Jewson Limited,MacGregor Industrial Supplies Limited,P.F. Cusack (Tools Supplies) Limited,PPG Architectural Coatings UK Limited,S.I.I.S. Limited,Stax Trade Centres PLC,Valtti Specialist Coatings Limited T/A Tikkurila UK",625854.08,17/02/2018,17/02/2018,16/02/2021,12
000-WWCN2564,218,Power Tools - SXL Framework 0218 Call-off,"CMT Equipment Ltd,Gibb and Beveridge,Jewson Ltd,MacGregor Industrial Supplies,S.I.I.S.,White Milne (Decco) Ltd",0,17/06/2018,17/06/2018,16/02/2021,12
000-MLCP5461,1917,Supply & Distribution of Milk - SXL Framework 1917 Call-off,GRAHAMS FAMILY DAIRY,2040000,01/03/2018,01/03/2018,28/02/2021,12
000-MWEK7728,3643-6-5-IPAM,IP Address Manager (IPAM) Solution,Keldron,22655.25,15/03/2018,15/03/2018,16/03/2021,24
000-RFDX9238,000-RFDX9238,Teacher Recruitment Agency Framework,"Recrutiment Direct UK,Uteach Ltd,Timeplan Education Group Ltd,Tara Engineering,Raeburn Group Limited,Worldteachers Recruitment Limited",50000,20/03/2017,20/03/2017,19/03/2021,0
000-KGUW5829,20078935,Civica Icon ePayments,Civica UK Limited,519000,31/03/2017,31/03/2017,30/03/2021,24
000-LTQY3446,SP-17-004,Supply of Electricity - Scottish Procurement National Framework,EDF Energy Customers Ltd,23567198,30/03/2018,01/04/2019,31/03/2021,36
000-BVXW3231,107,Gymnasium and Fitness Equipment Maintenance - ESPO Framework 107 Call-off Gymnasium and Fitness Equipment Maintenance - ESPO Framework 536,Sportsafe UK Ltd.,15000,01/04/2018,01/04/2018,31/03/2021,12
000-EYUA1198,20118564,eBusiness Suite,Oracle,593000,12/11/2015,12/11/2015,31/03/2021,0
000-NXFG7811,000-RDJN8918,Nutritional Analysis Management Software,Fretwell-Downing Hospitality,2160,01/04/2017,01/04/2017,31/03/2021,12
000-FMML6187,(blank),Pagers for Aberdeenshire Health & Social Care Partnership,PageOne Communications Ltd.,14094,13/03/2018,01/04/2018,31/03/2021,24
000-MRXV7468,Portal Ref: 414061,Award of Fraserburgh 2021 Website,lamontdesign ltd,15120,18/09/2015,18/09/2015,31/03/2021,0
000-KYFE5152,(blank),CRB Impact Cashless Catering in schools and cafés,Cunninghams Cash Registers T/A CRB Cunninghams,285073,30/08/2018,01/04/2018,31/03/2021,12
000-RTXV2642,000-RTXV2642,"Supply, Installation and Maintenance of an Enclosed Combustion Landfill Gas Flare at Brandon Howe Landfill Site",Uniflare Ltd,35814,03/10/2017,03/10/2017,31/03/2021,0
000-TRMC5646,(blank),ELC Infrastructure Delivery Programme,"PAUL WHALLEY,Audrey Hendry,Craig Clement,Allan Whyte,Colin Robertson,Neil Reid",27170000,01/01/2019,(blank),01/04/2021,12
000-HTEJ2262,Project_5142,Volunteer Drivers Services for Children & Young People,Buchan Dial-A-Community Bus/Dab Plus,259685,03/03/2016,01/04/2016,01/04/2021,0
000-EYPW3268,000-TTCT8345,"Aberdeenshire Citizens Panel - Lot 1 Citizen Panel, Lot 4 Adhoc Research",Craigforth,80000,01/04/2017,01/04/2017,01/04/2021,0
000-MTHJ1618,000-TTCT8345,"Aberdeenshire Citizens Panel - Lot 2 General Satisfaction Research, - Lot 3 Housing/Tenant Research",IBP Strategy & Research,80000,01/04/2017,01/04/2017,01/04/2021,0
000-JTQE7479,OCT259816,Advocacy Service,Advocacy North East Ltd,1216215,03/11/2017,01/04/2017,01/04/2021,12
000-JYLY2473,(blank),Treatment of Plasterboard for Recycling,A & M Smith Skip Hire Limited,237000,09/04/2019,22/04/2019,21/04/2021,12
000-VDLB5347,(blank),Consultancy Treasury Management Services,Link Treasury Services Limited,50500,30/04/2018,30/04/2018,29/04/2021,0
000-JWKK7871,Sep-13,Scotland Excel Energy Efficiency Contractors 09-13 - Call Off (Insulation),Everwarm Group,2232000,01/06/2018,01/06/2018,31/05/2021,12
000-LMEB1486,000-LMEB1486,Wireless Access Points (WLAN),XMA Limited,47002.5,29/06/2018,29/06/2018,28/06/2021,0
000-UXPW4192,CRM70780,web CAPTURE and e CAPTURE back office integration,"Govtech Solutions Ltd,Northgate Public Services (UK) Ltd",537000,13/07/2017,13/07/2017,30/06/2021,0
000-BYMJ1366,20024533,Revenues and Benefits (Apr 2018 to Jun 2021),Northgate Public Services (UK) Ltd,247570.15,01/04/2015,01/04/2018,30/06/2021,0
000-WJXH6492,000-DPQE7528.,MultiVue - Master Data Management Solution (MDM),Civica UK Limited,248718,29/03/2018,29/04/2019,30/06/2021,0
000-AJRK2639,000-AJRK2639,Treatment and Recycling/Composting of Soil and Turf Lot 1 and Lot 3,David Smith Contractors Ltd,120600,22/06/2018,02/07/2018,01/07/2021,24
000-YRFT5489,(blank),Treatment and Recycling of Rubble Waste (Lot 1 & Lot 3),David Smith Contractors Ltd,148200,22/06/2018,02/07/2018,01/07/2021,24
000-MKDQ3142,(blank),Treatment and Recycling/Composting of Soil and Turf - Lot 2,Bridgend Aggregates Ltd,12960,22/06/2018,02/07/2018,01/07/2021,24
000-HKTY4127,(blank),Treatment and Recycling/Composting of Soil and Turf - Lot 4,A & M Smith Skip Hire Limited,82080,22/06/2018,02/07/2018,01/07/2021,24
000-VLHX1717,(blank),Treatment and Recycling of Rubble Waste (Lot 2),Bridgend Aggregates Ltd,48760,22/06/2018,02/07/2018,01/07/2021,24
000-LPGG1829,(blank),Treatment and Recycling of Rubble Waste (Lot 4),A & M Smith Skip Hire Limited,43200,27/05/2019,02/07/2019,01/07/2021,24
000-WPEK5995,APR315942,Treatment of Soil and Turf for Recycling,"A & M Smith Skip Hire Limited,Bridgend Aggregates Ltd,David Smith Contractors",215640,22/06/2018,02/07/2018,02/07/2021,24
000-TJHJ7269,(blank),Purchase & Maintenance of Microphones and Wireless works,Public-I Group Limited,75965.61,16/08/2018,20/08/2018,19/08/2021,24
000-BVHK8735,000-BVHK8735,Non Domestic (Business) Rates Revaluation 2017,Ryden LLP,100000,24/08/2017,24/08/2017,23/08/2021,12
000-KQQH7956,20078935,Civica EDM and Workflow,Civica UK Limited,109000,01/10/2015,01/10/2015,30/09/2021,0
000-UUYK2777,000-UUYK2777,Treatment and Recycling of Glass Bottles & Jars (Colour Separated),MKD32 Ltd,338000,21/09/2018,01/10/2018,30/09/2021,12
000-TRTN4384,MAY318425:,Outreach Housing Support Service - for clients who are homeless or at the risk of being homeless,The Salvation Army,1200000,04/09/2018,01/10/2018,01/10/2021,0
000-HBXJ7864,217,Vehicle and Plant Hire - SXL Framework 0217 Call-off,"AB2000 LTD,ACL HIRE LTD,ACRE INDUSTRIAL & CLEANING SERVICES LTD,AEBI SCHMIDT UK LIMITED,Alloa Hire Centre Ltd T/A AHC Tools,AM PHILLIP TRUCKTECH LTD,Andrews Sykes Hire Ltd,Arnold Clark Finance Ltd,Arvill Limited T/A Arvill Plant and Tool Hire,Arvill Ltd,Arvill Plant And Tool Hire Ltd,Ashtead Plant Hire Company Limited,ASHTEAD PLANT HIRE COMPANY LTD,Avis Budget UK Ltd,B&B Contracts,BROWN PLANT HIRE,BRYSON TRACTORS LTD,C P DAVIDSON & SONS LTD,Campbell Plant Hire Ltd,CARDLEY LIMITED,Cebotec Ltd,Clee Hill Plant Limited,COOKS VAN HIRE LTD,Damm Environmental Ltd,Dawsonrentals Materials Handling Equipment Limited (Dawsonrentals Sweepers),Dawsonrentals Sweepers,DOHERTY & LAFFERTY LTD,ECON ENGINEERING LTD,Elev8 Access Platforms Ltd,Enterprise Rent-a-car uk Ltd,ENVIROCLEAN,ESSENTIAL FLEET SERVICES LTD,Europcar Group UK Limited,FMS Vehicle Rental Limited,FRASER C ROBB LIMITED,Gap Group Ltd,Groundwater Lift Trucks Ltd,Gullivers Truck Hire Ltd,HAMILTON INDUSTRIAL SERVICES LTD,HERTZ (UK) LTD,HILLHOUSE QUARRY GROUP LIMITED,HYNDFORD PLANT LTD,J MURDOCH WIGHT LTD,Jarvie Plant Ltd,John Jamieson trading as Jamieson Plant Hire & Contractors,KINGDOM ACCIDENT REPAIR CENTRE LTD,LOMOND PLANT LTD,M6 Vehicle Hire Limited,Mac Asphalt Ltd,MULHOLLAND PLANT SERVICES LTD,Multihog Uk Ltd,Murdoch Mackenzie Construction Limited,MV Commercial Ltd,Nationwide Platforms,Nd Brown Ltd,NORTHGATE VEHICLE HIRE,PALMARIS PLANT HIRE LTD,Ravenhill Limited,Richard Murray Plant Hire,RIVERSIDE TRUCK RENTAL LTD,ROBERT MCCARROLL,Sgm Contracts Ltd,SHB HIRE LTD,STONEYWOOD CARE SERVICES LTD (OUTREACH),SWEENEY PLANT & VECHICLE HIRE LTD,TOYOTA MATERIAL HANDLING UK LTD,Trash Uk Ltd,Turner Hire Drive Ltd,UNDERGROUND INSPECTION SERVICES LTD 1,Wh Malcolm Limited,William Hamilton & Sons Ltd,WM HAMILTON & SONS LTD",1466997,01/11/2017,01/11/2017,31/10/2021,0
000-MFFH4335,417,Tyres for Vehicles and Plant - SXL Framework 0417 Call-off,"Kenway Tyres Ltd,Mcconechys Tyre Service Ltd,REDPATH TYRES LTD",1934175.32,01/11/2017,01/11/2017,31/10/2021,0
000-MNTB2353,OJEU Journal Reference No: 2018/S 139-317882,Collection and Recycling of Scrap Metal and Lead Acid Batteries,Panda Rosa Metals,1300000,09/10/2018,01/11/2018,31/10/2021,12
000-HQYG7628,JUL325898,Collection & Recycling of Scrap Metal & Lead Acid Batteries from Aberdeenshire Council Facilities,Panda Rosa Metals,1303984,09/10/2018,01/11/2018,01/11/2021,12
000-GPCE7644,JUL324813,2018 Social Care - Early Years Services: Support for Families,Home-Start Garioch,660000,07/09/2018,03/12/2018,03/12/2021,24
000-HDYQ6953,(blank),HV Maintenance,SSE Power Distribution Ltd,50000,01/01/2018,01/01/2018,31/12/2021,12
000-MDKM3122,(blank),Systems Link,SystemsLink 2000 Limited,45000,05/01/2019,05/01/2019,04/01/2022,0
000-WUWD9139,(blank),PV FIT Data Collection (Pilot),Rayleigh Instrucments Ltd,49000,17/07/2019,01/02/2018,01/02/2022,4
000-CPFT5481,LOT 1 HTE-01525.1,VPN Remote Access,SOFTCAT Ltd,39707,28/02/2019,01/04/2019,27/02/2022,24
000-CHXA4375,(blank),Courier Services - School Mail,Federal Express Ltd,25500,28/02/2019,01/03/2019,28/02/2022,0
000-XFPE6594,998AST/501,Hard FM,FES FM Ltd,55000000,01/04/2017,01/04/2017,31/03/2022,24
000-VETD7122,000-VETD7122,Pay and Display Machine Upgrade,Imperial Civil Enforcement Solutions,72275,25/03/2019,01/04/2019,31/03/2022,24
000-NATM1439,10211280,SEEMiS,SEEMiS Group,1068000,14/11/2013,14/11/2013,31/03/2022,0
000-QGLH5945,AC/1096/ASF/402,CADCorp Geographical Information Systems (GIS),Bramble Hub Limited - CadCorp,233000,01/04/2017,01/04/2017,31/03/2022,24
000-TMQY9369,(blank),Managed Print Service and Bulk Print & Mailing Service,Xerox (UK) Ltd,15000000,(blank),01/04/2016,31/03/2022,(blank)
000-YLYF5851,(blank),Pan Grampian Radio Network,Scot-Tel-Gould Ltd,3850000,09/04/2018,05/11/2012,31/03/2022,0
000-TPCN5931,ABER-212473,Microsoft Agreement 2019-2022,Softcat Limited,3204000,09/02/2019,01/04/2019,31/03/2022,0
000-BMWB6789,(blank),CareFirst,OLM Systems Limited,539258.02,01/04/2019,01/04/2019,31/03/2022,0
000-DBJA8544,000-DBJA8544,Business Gateway,Elevator UK,7000000,(blank),01/04/2017,31/03/2022,(blank)
000-DQMA1163,www.publiccontractsscotland.gov.uk,Independent Tester - Inverurie Community Campus,Currie & Brown,85500,31/10/2017,02/04/2018,02/04/2022,12
000-QMGR1985,TS 002,Online Law Library Services,Lexis Nexis,46363,01/04/2019,14/04/2019,13/04/2022,0
000-GNCC1764,(blank),Bottomline PT-X (Paybase replacement),Bottomline Technologies Limited,32732,01/07/2019,28/06/2019,27/06/2022,0
000-CFWP2123,2917,Salt for Winter Maintenance - SXL Framework 2917 Call-off,"Compass Minerals Limited,Delmon UK Limited,Glasdon (UK) Limited,J.C. Peacock and Co. Limited,Salt and Grit Solutions Ltd,Wm Hamilton and Sons Limited",1167384.96,01/07/2018,01/07/2018,30/06/2022,0
000-KJGG5378,(blank),MCSA Intel Server  Maintenance,MCSA Group Limited (previously Maindec),62134,30/06/2017,30/06/2017,27/07/2022,12
000-HPHK1626,20122542,Kirona (Housing Repairs),Kirona,149000,01/08/2014,01/08/2014,31/07/2022,0
000-FYXM6625,779/ASS/200,Housing Fully Integrated (Client & Contractor) Repairs and Planned Maintenance Management System (RPMM),Northgate Public Services (UK) Limited,558317.5,31/07/2014,31/07/2014,31/07/2022,24
000-WWXJ1576,(blank),"Interpretation, Translation & Transcription Services",Global languaged services Ltd,160000,25/07/2018,01/08/2018,31/07/2022,0
000-NPMW1435,20073311,Cherwell Service Management Tool (Licences and VPN) 2019-2022,Softcat Limited,404741.82,31/08/2019,31/08/2019,30/08/2022,0
000-NFJC9798,000-NVQM3954,Election Services,"Idox Software Ltd,",751171,30/10/2018,01/11/2018,31/10/2022,0
000-VCRX9858,(blank),Daisy Landline - Fixed Telephony Services,Daisy Communications Ltd,964323.84,26/02/2019,26/02/2019,25/02/2023,24
000-NUQA1162,(blank),Daisy Mobile - MobileTelephony Services,Daisy Communications Ltd,1064005.76,26/02/2019,26/02/2019,25/02/2023,24
000-EVQK7467,(blank),Scottish Government One Scotland Mapping,The Scottish Government,1088890,01/04/2013,01/04/2013,31/03/2023,0
000-EQBB7345,(blank),Accelerated Reading and Five Star Maths Package - Kemnay Academy,Renaissance Learning,18533.4,16/04/2018,16/04/2018,15/04/2023,0
000-LRCU4537,000-LRCU4537,Dynamic Purchasing System - Shire Transportation,"A&I Coaches Ltd,AA Taxis Portsoy Limited,ABC Methlick,AJS Contract Cars  Ltd,Allways Taxis (Inverurie) Limited,Alpha Taxis (Inverurie) Ltd.,Apex Taxis,Bains Chauffeur Drive,Bains Coaches,Bervie Cabs,Bob Hughes Taxis,Cadgers Taxis,Central Taxis (Abdn) Ltd,Central Taxis (North East) Ltd,Classy Taxis Ltd,Dash Cabs,Deveron Coaches Ltd,E&H Taxis,E & M Lees,Elmbank Taxis,Falcon Coach Hire Limited,J D Peace & Co Aberdeen Ltd,Ian W Bruce Coach Hire,Kenny's Taxis,Kineil Coaches Ltd,Kininmonth Cabs,Kp Taxis,L&B Taxis,Mojo's Taxis,Portsoy Taxis Limited,Premier Coaches (Kintore) Ltd,Reids of Rhynie,Riverside Garage,RGS Motor Services,RS Taxis and Minicoach Hire,Safedrive Taxis Ltd,Shearer Of Huntly Ltd,Sheilas Taxis,Sorrells Taxis ,Terion Taxis,Turriff Coaches & Cabs,Victoria Coaches,Watermill Coaches Ltd",134300000,31/05/2018,31/05/2018,30/05/2023,0
000-YXBE8848,(blank),LPG Gas,Flogas Britain Ltd,755750,04/10/2018,01/10/2018,30/09/2023,0
000-BFQU3215,(blank),Banking Services,Clydesdale Bank PLC,186000,19/11/2018,19/11/2018,19/11/2023,0
000-UBKN1622,000-UBKN1622,Contact Centre Solution,Gamma Telecom Ltd,311800,24/01/2019,04/02/2019,31/01/2024,24
000-PNRQ7914,(blank),The Supply of LPG to Aberdeenshire Quarries,Flogas Britain Limited,1500000,11/03/2019,01/04/2019,31/03/2024,0
000-XDAM9919,AB531/HS453,Provision of Waste Mangement Services,Suez Recycling and Recovery UK Ltd (formerly SITA UK),142000000,26/10/2011,26/10/2011,25/10/2026,60
000-MVQD7867,(blank),Gas Utilisation - Landfill Gas Microgen Project (Crow's Nest Landfill),NewEnCo Limited,192000,10/10/2016,01/04/2017,31/03/2027,120
000-PNUJ6974,18205,New Build Gordon Primary School Nursery - Huntly,Burns Construction (Aberdeen) Ltd,2095383.69,12/06/2019,05/08/2019,(blank),0
000-TBFC2734,(blank),Strathdon School Playground Upgrade,Sportsmasters Uk Ltd,31872.54,17/06/2019,(blank),(blank),0
000-DFAK8753,(blank),Street Lighting 2019/20 Electrical Testing,Gordon Electrical Limited,73790,(blank),29/07/2019,(blank),(blank)
000-TYJM8215,18049,"1-3 Saltoun Square, Fraserburgh Rainscreen Cladding",KR cladding Systems Ltd,110160,07/06/2019,07/06/2019,(blank),0
000-DFGM5245,(blank),"Lease of Land - Millmoss, Turriff",R F Maxwell & Sons,27000,01/03/2003,01/03/2003,(blank),0
000-KJQR7413,(blank),K and M (Wholesale Suppliers) Ltd,Not Applicable,35000,01/07/2019,01/07/2019,(blank),0
000-VVTL7446,Scotland Excel Framework,Aberdeenshire Council: Street Lighting LED Lantern Supply B&B Phase 10.,Marwood Electrical Co Limited,45582,09/07/2019,09/07/2019,(blank),0
000-AYKP4514,Scotland Excel Framework,Aberdeenshire Council: Street Lighting Sapphire LED Convertion Garioch,INDO Lighting,28683.75,03/04/2019,03/04/2019,(blank),0
000-QJLF1296,Scotland Excel Framework,Aberdeenshire Council: Street Lighting LED Lantern Supply: Boddam ASD,ASD Lighting PLC,14175,31/05/2019,31/05/2019,(blank),0
000-CAPL4998,Scotland Excel Framework,Aberdeenshire Council: Street Lighting LED Lantern Supply: Boddam Retrofit/Pilzeo Scheme,James M Anderson,15122.44,31/05/2019,31/05/2019,(blank),0
000-TWGL1443,18445,Smart Solar Storage Project,SSE Power Distribution Ltd,21500,09/05/2019,09/05/2019,(blank),0
000-ARMU2779,Scotland Excel Framework,Aberdeenshire Council: Street Lighting LED Lantern Supply Garioch 250 Lanterns,Urbis Schreder Limited,24500,30/05/2019,30/05/2019,(blank),0
000-PFPW3965,Scotland Excel Framework,Aberdeenshire Council: Street Lighting LED Lantern Supply B&B Phase 11.,Light & Energy Distribution,50185,19/07/2019,19/07/2019,(blank),0
000-GNFL3431,(blank),Turriff Haughs underpass painting and repair,Aberdeen Marine Services Ltd,21325,23/05/2019,22/07/2019,(blank),0
000-QRAG4619,(blank),Scotplay goods and works at Turriff Primary Sensory Garden,"Scotplay,Turriff Primary School,Fiona Eaton HT",14007.54,02/09/2019,(blank),(blank),6
000-MNPX6345,n/a,Street Lighting Electrical Testing Works 2018-19 - Aberdeenshire Council,A&R Services,55000,31/07/2018,01/08/2018,(blank),0
000-DWDM4276,Job Number: 10930,"Bridge Street, Banff - Public Realm",Halliday Fraser Munro Limited,19000,23/03/2018,(blank),(blank),0
000-MFPG9344,18369,Banf Academy - Replacement Classroom Doors,D A & M Duguid,33775,01/10/2018,09/07/2018,(blank),0
000-QKRM7635,Scotland Excel Framework,Aberdeenshire Council: Street Lighting LED Lantern Supply: B&B Ph1 2018-19,Light and Energy Distribution Limited a DistributionNOW company,21000,24/04/2018,24/04/2018,(blank),0
000-UKMA8616,Scotland Excel Framework,Aberdeenshire Council: Street Lighting LED Lantern Supply: Garioch Ph 8 2018-19,Light and Energy Distribution Limited a DistributionNOW company,52965.92,18/10/2018,18/10/2018,(blank),0
000-XFQV8481,Scotland Excel Framework,Aberdeenshire Council: Street Lighting LED Lantern Supply: K&M Phase 7 2018-19,Light and Energy Distribution Limited a DistributionNOW company,33552.3,04/10/2018,04/10/2018,(blank),0
000-YARV7879,Scotland Excel Framework,Aberdeenshire Council: Street Lighting LED Lantern Supply: B&B Ph6- 2018-19,Marwood Electrical Co Limited,26662.5,04/12/2018,04/12/2018,(blank),0
000-XWNC1892,(blank),"Sole supply and delivery of timber and building materials as specified under Scotland Excel Framework for lots 1,3,4,6,7",Jewsons (May Trade Under Other Name for Each Contract),615734.36,20/12/2018,08/12/2018,(blank),6
000-JKWY5865,Scotland Excel Framework,Aberdeenshire Council: Street Lighting LED Lantern Supply: K&M Ph8- 2018-19,Marwood Electrical Co Limited,62225.91,27/12/2018,27/12/2018,(blank),0
000-BWHB9698,Scotland Excel Framework,Aberdeenshire Council: Street Lighting LED Lantern Supply: B&B Ph 5 Retrofits,James M Anderson,13040,18/12/2018,18/12/2018,(blank),0
000-AVGE3447,Scotland Excel Framework,Aberdeenshire Council: Street Lighting LED Lantern Supply: B&B Ph7- 2018-19,Urbis Schreder Limited,12878,07/12/2018,07/12/2018,(blank),0
000-QUFW6641,Scotland Excel Framework,Aberdeenshire Council: Street Lighting LED Lantern Supply: B&B Ph8- 2018-19,Marwood Electrical Co Limited,22435,24/12/2018,24/12/2018,(blank),0
000-HFLP7794,Scotland Excel Framework,Aberdeenshire Council: Street Lighting LED Lantern Supply: Formartine Ph8,Urbis Schreder Limited,18800,17/12/2018,17/12/2018,(blank),0
000-BVTK4234,Scotland Excel Framework,Aberdeenshire Council: Street Lighting LED Lantern Supply: K&M Promenade Lanterns,James M Anderson,10681,27/12/2018,18/12/2018,(blank),0
000-XALA7243,Scotland Excel Framework,Aberdeenshire Council: Street Lighting LED Lantern Supply: Formartine ASD Schemes,ASD Lighting PLC,31839.57,16/11/2018,16/11/2018,(blank),0
000-XEBY1866,Scotland Excel Framework,Aberdeenshire Council: Street Lighting LED Lantern Supply: Formartine Retrofit Scheme,James M Anderson,95000,01/03/2019,01/03/2019,(blank),0
000-WJTB4599,Scotland Excel Framework,Aberdeenshire Council: Street Lighting LED Lantern Supply: B&B Ph9,Urbis Schreder,44870,24/01/2019,24/01/2019,(blank),0
000-PNKF2264,Scotland Excel Framework,Aberdeenshire Council: Street Lighting LED Lantern Supply: Formartine ASD Schemes Ph2,ASD Lighting PLC,27050,21/01/2019,21/01/2019,(blank),0
000-JARX7744,n/a,SCRIM SURVEYS FRAMEWORK 2019 – 2022,Pavement Testing Services Ltd,60000,22/04/2019,01/05/2019,(blank),0
000-JTKX6251,Scotland Excel Framework,Aberdeenshire Council: Street Lighting LED Lantern Supply Formartine Ph 9,Marwood Electrical Co Limited,31861,11/03/2019,05/03/2019,(blank),0
000-YDCE3496,Scotland Excel Framework,Aberdeenshire Council: Street Lighting LED Lantern Supply Garioch  Ph 9,Marwood Electrical Co Limited,49321,15/04/2019,15/04/2019,(blank),0
000-DLYG8554,(blank),School Flashing Signs Timer Replacement,Grasslin,15000,18/02/2019,18/02/2019,(blank),0
000-NPTB6638,18276,Methlick Primary – fire alarm upgrade and playgroup refurb  (18276),R Davidson Joiner & Builder,54606.86,29/03/2018,09/07/2018,(blank),0
000-GETL8935,Is/2018-19/021,Vehicle Restraint Sysyem Replacement 2018/19,Carl Saunders Fencing,58351.93,06/11/2018,10/12/2018,(blank),0
000-AYBN1127,(blank),A93/200 - Bridge of Gairn Vehicle Restraint System,Aberdeenshire Council,32500,23/11/2018,(blank),(blank),0
000-GWYK1122,000-GWYK1122,Deeside Way Drainage and Surface Upgrade - Park,CR Contracting (North) Ltd,15888.75,09/01/2019,21/01/2019,(blank),0
000-EWTX1753,17584,Kintore Fountain Repairs,KW Contractors Limited,30629.44,20/03/2018,20/03/2018,(blank),0
000-UQLA4813,(PFM) Reference 18141/2,Westhill Academy Internal Alterations 18141/2,R Davidson Joiner & Builder,87882,16/02/2018,16/02/2018,(blank),0
000-KQCH2749,000-KQCH2749,Ellon Primary ASN Works 18147,R Davidson Joiner & Builder,64500,28/08/2017,28/07/2017,(blank),0
000-YRAY6216,000-YRAY6216,Battlehill Wood Horse Logger,Ecological Logging S&K Lenihan & Sons,26000,19/02/2018,19/02/2018,(blank),0
000-LRXT6174,000-LRXT6174,Hill of Banchory Path Improvement,Hunter Construction Ltd,8334.8,21/03/2018,21/12/2017,(blank),0
000-YBMG1523,000-YBMG1523,Path Repairt and Upgrade Kemnay Riverside,CR Contracting (North) Ltd,23960.36,21/12/2017,27/12/2017,(blank),0
000-NFFV5544,000-NFFV5544,Path Repair and Upgrade - Dunnottar,CR Contracting (North) Ltd,11943.5,15/02/2018,15/02/2018,(blank),0
000-KBVR8273,(blank),Conservation of Carved Symbol Stones Collection Aat Tullich Church,Harper & Allan Masonry Ltd.,15684.64,19/06/2018,19/06/2018,(blank),12
000-TLHM3354,TLHM3354,Construction of a Display Shelter to House Tullich Carved Symbol Stones Collection,Andrew Cowies Construction Ltd,89873.27,22/03/2019,22/03/2019,(blank),6
000-DJPJ3779,18224,Oyne School – toilet upgrade (18224),KW Contractors Limited,31812.04,12/03/2018,26/03/2018,(blank),0
000-FCKM4998,PFM 18252/2,Aboyne Academy Community Centre Replacement Theatre Seating,Galliford Try Construction Limited T/A Morrison Construction Scotland,75000,26/03/2018,26/03/2018,(blank),0
000-REAW3639,00-REAW3639,Path Upgrade Port Elphinstone,Hunter Construction Ltd,21815.47,23/03/2018,23/03/2018,(blank),0
000-NGBY4944,18185,Refurbishment of Portlethen Primary School Nursery,Morrison Construction Scotland,21015.23,17/08/2018,17/08/2018,(blank),0
